la_name,phase_type_grouping,primary_need,number_of_pupils,pupil_gender_boys,pupil_gender_girls
Hampshire,State-funded secondary,"Social, Emotional and Mental Health",2487,1655,832
Hampshire,State-funded secondary,Specific Learning Difficulty,2412,1300,1112
Hampshire,State-funded secondary,"Speech, Language and Communications needs",1146,789,357
Hampshire,State-funded secondary,Visual Impairment,133,76,57
Hampshire,State-funded special school,Autistic Spectrum Disorder,450,354,96
Hampshire,State-funded special school,Hearing Impairment,8,2,6
Hampshire,State-funded special school,Moderate Learning Difficulty,715,506,209
Hampshire,State-funded special school,Multi- Sensory Impairment,4,3,1
Hampshire,State-funded special school,Other Difficulty/Disability,21,9,12
Hampshire,State-funded special school,Physical Disability,62,38,24
Hampshire,State-funded special school,Profound & Multiple Learning Difficulty,138,76,62
Hampshire,State-funded special school,Severe Learning Difficulty,945,653,292
Hampshire,State-funded special school,"Social, Emotional and Mental Health",564,505,59
Hampshire,State-funded special school,Specific Learning Difficulty,71,45,26
Hampshire,State-funded special school,"Speech, Language and Communications needs",309,215,94
Hampshire,State-funded special school,Visual Impairment,9,4,5
Kent,Non-maintained special school,Autistic Spectrum Disorder,40,28,12
Kent,Non-maintained special school,Moderate Learning Difficulty,1,1,0
Kent,Non-maintained special school,Other Difficulty/Disability,4,4,0
Kent,Non-maintained special school,"Social, Emotional and Mental Health",70,56,14
Kent,Non-maintained special school,"Speech, Language and Communications needs",6,5,1
Kent,State-funded AP school,Autistic Spectrum Disorder,1,1,0
Kent,State-funded AP school,"Social, Emotional and Mental Health",6,5,1
Kent,State-funded nursery,"Social, Emotional and Mental Health",1,0,1
Kent,State-funded nursery,"Speech, Language and Communications needs",11,8,3
Kent,State-funded primary,Autistic Spectrum Disorder,2886,2101,785
Kent,State-funded primary,Hearing Impairment,182,101,81
Kent,State-funded primary,Moderate Learning Difficulty,1969,1122,847
Kent,State-funded primary,Multi- Sensory Impairment,62,45,17
Kent,State-funded primary,Other Difficulty/Disability,672,433,239
Kent,State-funded primary,Physical Disability,481,267,214
Kent,State-funded primary,Profound & Multiple Learning Difficulty,54,31,23
Kent,State-funded primary,SEN support but no specialist assessment of type of need,767,473,294
Kent,State-funded primary,Severe Learning Difficulty,86,56,30
Kent,State-funded primary,"Social, Emotional and Mental Health",3888,2824,1064
Kent,State-funded primary,Specific Learning Difficulty,1768,999,769
Kent,State-funded primary,"Speech, Language and Communications needs",6583,4513,2070
Kent,State-funded primary,Visual Impairment,120,62,58
Kent,State-funded secondary,Autistic Spectrum Disorder,2364,1597,767
Kent,State-funded secondary,Hearing Impairment,143,59,84
Kent,State-funded secondary,Moderate Learning Difficulty,1629,895,734
Kent,State-funded secondary,Multi- Sensory Impairment,41,22,19
Kent,State-funded secondary,Other Difficulty/Disability,820,483,337
Kent,State-funded secondary,Physical Disability,452,232,220
Kent,State-funded secondary,Profound & Multiple Learning Difficulty,5,3,2
Kent,State-funded secondary,SEN support but no specialist assessment of type of need,465,247,218
Kent,State-funded secondary,Severe Learning Difficulty,35,14,21
Kent,State-funded secondary,"Social, Emotional and Mental Health",3656,2204,1452
Kent,State-funded secondary,Specific Learning Difficulty,2475,1289,1186
Kent,State-funded secondary,"Speech, Language and Communications needs",2310,1435,875
Kent,State-funded secondary,Visual Impairment,115,48,67
Kent,State-funded special school,Autistic Spectrum Disorder,3369,2614,755
Kent,State-funded special school,Hearing Impairment,3,1,2
Kent,State-funded special school,Moderate Learning Difficulty,208,121,87
Kent,State-funded special school,Multi- Sensory Impairment,1,0,1
Kent,State-funded special school,Other Difficulty/Disability,23,16,7
Kent,State-funded special school,Physical Disability,219,126,93
Kent,State-funded special school,Profound & Multiple Learning Difficulty,292,160,132
Kent,State-funded special school,SEN support but no specialist assessment of type of need,34,27,7
Kent,State-funded special school,Severe Learning Difficulty,604,368,236
Kent,State-funded special school,"Social, Emotional and Mental Health",618,528,90
Kent,State-funded special school,Specific Learning Difficulty,32,18,14
Kent,State-funded special school,"Speech, Language and Communications needs",633,429,204
Kent,State-funded special school,Visual Impairment,10,6,4
Oxfordshire,Non-maintained special school,Autistic Spectrum Disorder,68,68,0
Oxfordshire,Non-maintained special school,Moderate Learning Difficulty,1,1,0
Oxfordshire,Non-maintained special school,Other Difficulty/Disability,1,1,0
Oxfordshire,Non-maintained special school,"Social, Emotional and Mental Health",23,17,6
Oxfordshire,Non-maintained special school,"Speech, Language and Communications needs",2,2,0
Oxfordshire,State-funded AP school,"Social, Emotional and Mental Health",5,5,0
Oxfordshire,State-funded AP school,"Speech, Language and Communications needs",1,1,0
Oxfordshire,State-funded nursery,Autistic Spectrum Disorder,12,8,4
Oxfordshire,State-funded nursery,Multi- Sensory Impairment,3,3,0
Oxfordshire,State-funded nursery,Other Difficulty/Disability,5,3,2
Oxfordshire,State-funded nursery,Physical Disability,3,2,1
Oxfordshire,State-funded nursery,SEN support but no specialist assessment of type of need,2,2,0
Oxfordshire,State-funded nursery,"Social, Emotional and Mental Health",15,12,3
Oxfordshire,State-funded nursery,Specific Learning Difficulty,1,0,1
Oxfordshire,State-funded nursery,"Speech, Language and Communications needs",57,36,21
Oxfordshire,State-funded primary,Autistic Spectrum Disorder,995,757,238
Oxfordshire,State-funded primary,Hearing Impairment,148,76,72
Oxfordshire,State-funded primary,Moderate Learning Difficulty,1969,1153,816
Oxfordshire,State-funded primary,Multi- Sensory Impairment,20,14,6
Oxfordshire,State-funded primary,Other Difficulty/Disability,132,86,46
Oxfordshire,State-funded primary,Physical Disability,191,96,95
Oxfordshire,State-funded primary,Profound & Multiple Learning Difficulty,50,32,18
Oxfordshire,State-funded primary,SEN support but no specialist assessment of type of need,286,167,119
Oxfordshire,State-funded primary,Severe Learning Difficulty,41,25,16
Oxfordshire,State-funded primary,"Social, Emotional and Mental Health",1903,1321,582
Oxfordshire,State-funded primary,Specific Learning Difficulty,865,486,379
Oxfordshire,State-funded primary,"Speech, Language and Communications needs",3114,2196,918
Oxfordshire,State-funded primary,Visual Impairment,41,19,22
Oxfordshire,State-funded secondary,Autistic Spectrum Disorder,1154,800,354
Oxfordshire,State-funded secondary,Hearing Impairment,133,65,68
Oxfordshire,State-funded secondary,Moderate Learning Difficulty,1615,961,654
Oxfordshire,State-funded secondary,Multi- Sensory Impairment,19,10,9
Oxfordshire,State-funded secondary,Other Difficulty/Disability,268,156,112
Oxfordshire,State-funded secondary,Physical Disability,166,94,72
Oxfordshire,State-funded secondary,Profound & Multiple Learning Difficulty,6,5,1
Oxfordshire,State-funded secondary,SEN support but no specialist assessment of type of need,117,75,42
Oxfordshire,State-funded secondary,Severe Learning Difficulty,12,6,6
Oxfordshire,State-funded secondary,"Social, Emotional and Mental Health",1788,1105,683
Oxfordshire,State-funded secondary,Specific Learning Difficulty,1470,854,616
Oxfordshire,State-funded secondary,"Speech, Language and Communications needs",898,603,295
Oxfordshire,State-funded secondary,Visual Impairment,48,24,24
Oxfordshire,State-funded special school,Autistic Spectrum Disorder,454,367,87
Oxfordshire,State-funded special school,Hearing Impairment,5,3,2
Oxfordshire,State-funded special school,Moderate Learning Difficulty,127,82,45
Oxfordshire,State-funded special school,Multi- Sensory Impairment,4,2,2
Oxfordshire,State-funded special school,Other Difficulty/Disability,12,6,6
Oxfordshire,State-funded special school,Physical Disability,25,14,11
Oxfordshire,State-funded special school,Profound & Multiple Learning Difficulty,72,40,32
Oxfordshire,State-funded special school,Severe Learning Difficulty,330,223,107
Oxfordshire,State-funded special school,"Social, Emotional and Mental Health",139,120,19
Oxfordshire,State-funded special school,Specific Learning Difficulty,19,15,4
Oxfordshire,State-funded special school,"Speech, Language and Communications needs",126,83,43
Oxfordshire,State-funded special school,Visual Impairment,2,2,0
Surrey,Non-maintained special school,Autistic Spectrum Disorder,57,41,16
Surrey,Non-maintained special school,Moderate Learning Difficulty,14,9,5
Surrey,Non-maintained special school,Other Difficulty/Disability,2,1,1
Surrey,Non-maintained special school,Physical Disability,1,1,0
Surrey,Non-maintained special school,Profound & Multiple Learning Difficulty,46,25,21
Surrey,Non-maintained special school,Severe Learning Difficulty,47,36,11
Surrey,Non-maintained special school,"Social, Emotional and Mental Health",1,1,0
Surrey,Non-maintained special school,Specific Learning Difficulty,1,1,0
Surrey,Non-maintained special school,"Speech, Language and Communications needs",291,197,94
Surrey,State-funded AP school,Autistic Spectrum Disorder,2,1,1
Surrey,State-funded AP school,Moderate Learning Difficulty,11,6,5
Surrey,State-funded AP school,Other Difficulty/Disability,5,4,1
Surrey,State-funded AP school,SEN support but no specialist assessment of type of need,2,1,1
Surrey,State-funded AP school,"Social, Emotional and Mental Health",55,28,27
Surrey,State-funded AP school,Specific Learning Difficulty,12,8,4
Surrey,State-funded AP school,"Speech, Language and Communications needs",12,9,3
Surrey,State-funded nursery,Autistic Spectrum Disorder,25,20,5
Surrey,State-funded nursery,Multi- Sensory Impairment,1,1,0
Surrey,State-funded nursery,Other Difficulty/Disability,2,1,1
Surrey,State-funded nursery,Physical Disability,4,2,2
Surrey,State-funded nursery,SEN support but no specialist assessment of type of need,1,1,0
Surrey,State-funded nursery,Severe Learning Difficulty,1,1,0
Surrey,State-funded nursery,Specific Learning Difficulty,3,1,2
Surrey,State-funded nursery,"Speech, Language and Communications needs",89,64,25
Surrey,State-funded nursery,Visual Impairment,1,0,1
Surrey,State-funded primary,Autistic Spectrum Disorder,1468,1127,341
Surrey,State-funded primary,Hearing Impairment,165,87,78
Surrey,State-funded primary,Moderate Learning Difficulty,2081,1190,891
Surrey,State-funded primary,Multi- Sensory Impairment,69,60,9
Surrey,State-funded primary,Other Difficulty/Disability,442,274,168
Surrey,State-funded primary,Physical Disability,273,160,113
Surrey,State-funded primary,Profound & Multiple Learning Difficulty,20,15,5
Surrey,State-funded primary,SEN support but no specialist assessment of type of need,694,431,263
Surrey,State-funded primary,Severe Learning Difficulty,44,30,14
Surrey,State-funded primary,"Social, Emotional and Mental Health",2828,1991,837
Surrey,State-funded primary,Specific Learning Difficulty,1693,934,759
Surrey,State-funded primary,"Speech, Language and Communications needs",4732,3276,1456
Surrey,State-funded primary,Visual Impairment,98,50,48
Surrey,State-funded secondary,Autistic Spectrum Disorder,1343,953,390
Surrey,State-funded secondary,Hearing Impairment,142,66,76
Surrey,State-funded secondary,Moderate Learning Difficulty,1303,722,581
Surrey,State-funded secondary,Multi- Sensory Impairment,51,32,19
Surrey,State-funded secondary,Other Difficulty/Disability,619,362,257
Surrey,State-funded secondary,Physical Disability,237,129,108
Surrey,State-funded secondary,Profound & Multiple Learning Difficulty,4,2,2
Surrey,State-funded secondary,SEN support but no specialist assessment of type of need,374,217,157
Surrey,State-funded secondary,Severe Learning Difficulty,16,5,11
Surrey,State-funded secondary,"Social, Emotional and Mental Health",2568,1616,952
Surrey,State-funded secondary,Specific Learning Difficulty,2652,1466,1186
Surrey,State-funded secondary,"Speech, Language and Communications needs",1201,798,403
Surrey,State-funded secondary,Visual Impairment,107,59,48
Surrey,State-funded special school,Autistic Spectrum Disorder,1307,993,314
Surrey,State-funded special school,Hearing Impairment,4,1,3
Surrey,State-funded special school,Moderate Learning Difficulty,447,258,189
Surrey,State-funded special school,Multi- Sensory Impairment,4,2,2
Surrey,State-funded special school,Other Difficulty/Disability,43,31,12
Surrey,State-funded special school,Physical Disability,39,20,19
Surrey,State-funded special school,Profound & Multiple Learning Difficulty,93,50,43
Surrey,State-funded special school,Severe Learning Difficulty,421,266,155
Surrey,State-funded special school,"Social, Emotional and Mental Health",277,254,23
Surrey,State-funded special school,Specific Learning Difficulty,65,45,20
Surrey,State-funded special school,"Speech, Language and Communications needs",359,245,114
